,Order,Family,Species,CVal_Mean,ChromNumber_Mean,CVal_Median,ChromNumber_Median
668,Perciformes,Centrarchidae,Lepomis auritus,1.03,48,1.03,48
669,Perciformes,Centrarchidae,Lepomis cyanellus,1,NA,1,NA
670,Perciformes,Centrarchidae,Lepomis gibbosus,1.075,NA,1.075,NA
671,Perciformes,Centrarchidae,Lepomis gulosus,1,NA,1,NA
672,Perciformes,Centrarchidae,Lepomis humilis,1.01,46,1.01,46
673,Perciformes,Centrarchidae,Lepomis macrochirus,1.034285714,NA,0.98,NA
674,Perciformes,Centrarchidae,Lepomis marginatus,1.08,48,1.08,48
675,Perciformes,Centrarchidae,Lepomis megalotis,1.06,NA,1.06,NA
676,Perciformes,Centrarchidae,Lepomis microlophus,0.925,NA,0.925,NA
677,Perciformes,Centrarchidae,Lepomis punctatus,0.96,NA,0.96,NA
678,Perciformes,Centrarchidae,Micropterus dolomieu,1.01,NA,1.01,NA
679,Perciformes,Centrarchidae,Micropterus salmoides,0.895,NA,1,NA
680,Perciformes,Centrarchidae,Pomoxis annularis,1.04,NA,1.04,NA
681,Perciformes,Centrolophidae,Centrolophus niger,0.7,NA,0.7,NA
682,Perciformes,Centrolophidae,Hyperoglyphe antarctica,0.77,NA,0.77,NA
683,Perciformes,Centrolophidae,Schedophilus huttoni,0.76,NA,0.76,NA
684,Perciformes,Centrolophidae,Seriolella punctata,0.78,NA,0.78,NA
685,Perciformes,Centrolophidae,Tubbia tasmanica,0.76,NA,0.76,NA
686,Perciformes,Centropomidae,Lates calcarifer,0.7,NA,0.7,NA
687,Perciformes,Chaetodontidae,Angelichthys bermudensis,0.55,NA,0.55,NA
688,Perciformes,Chaetodontidae,Chaetodon aureofasciatus,0.7,NA,0.7,NA
689,Perciformes,Chaetodontidae,Chaetodon auriga,0.68,NA,0.68,NA
690,Perciformes,Chaetodontidae,Chaetodon auripes,0.75,48,0.75,48
691,Perciformes,Chaetodontidae,Chaetodon lunulatus,0.7,NA,0.7,NA
692,Perciformes,Chaetodontidae,Chaetodon modestus,0.75,NA,0.75,NA
693,Perciformes,Chaetodontidae,Chaetodon ocellatus,0.87,NA,0.87,NA
694,Perciformes,Chaetodontidae,Chaetodon rainfordi,0.75,NA,0.75,NA
695,Perciformes,Chaetodontidae,Chaetodon vagabundus,0.85,NA,0.85,NA
696,Perciformes,Chaetodontidae,Chelmon muelleri,0.75,NA,0.75,NA
697,Perciformes,Chaetodontidae,Forcipiger flavissimus,0.74,NA,0.74,NA
698,Perciformes,Chaetodontidae,Hemitaurichthys polylepis,0.79,NA,0.79,NA
699,Perciformes,Chanidae,Channa argus,0.676666667,NA,0.63,NA
700,Perciformes,Chanidae,Channa asiatica,0.81,44,0.81,44
701,Perciformes,Chanidae,Channa gachua,0.97,78,0.97,78
702,Perciformes,Chanidae,Channa punctata,0.66,32,0.66,32
703,Perciformes,Chanidae,Channa striata,0.73,40,0.73,40
704,Perciformes,Chanidae,Parachanna obscura,1,34,1,34
705,Perciformes,Channichthyidae,Chionodraco hamatus,1.83,48,1.83,48
706,Perciformes,Channichthyidae,Cryodraco antarcticus,1.93,48,1.93,48
707,Perciformes,Channichthyidae,Pagetopsis macropterus,2.21,48,2.21,48
708,Perciformes,Channidae,Channa argus,0.88,NA,0.88,NA
709,Perciformes,Cheilodactylidae,Cheilodactylus fuscus,0.72,NA,0.72,NA
710,Perciformes,Cichlidae,Aequidens portalegrensis,1.2,NA,1.2,NA
711,Perciformes,Cichlidae,Apistogramma sp.,1,NA,1,NA
712,Perciformes,Cichlidae,Astronotus ocellatus,1.09,48,1.09,48
713,Perciformes,Cichlidae,Cichlasoma meeki,1.4,48,1.4,48
714,Perciformes,Cichlidae,Cichlasoma octofasciatum,1.3,48,1.3,48
715,Perciformes,Cichlidae,Crenicichla saxatilis,1.1,48,1.1,48
716,Perciformes,Cichlidae,Haplochromis burtoni,0.97,40,0.97,40
717,Perciformes,Cichlidae,Haplochromis longirostris,1.1,NA,1.1,NA
718,Perciformes,Cichlidae,Haplochromis parvidens,1.2,NA,1.2,NA
719,Perciformes,Cichlidae,Haplochromis quiarti,1,NA,1,NA
720,Perciformes,Cichlidae,Haplochromis squamipinnus,1.1,NA,1.1,NA
721,Perciformes,Cichlidae,Haplochromis squamulatus,1.2,NA,1.2,NA
722,Perciformes,Cichlidae,Oreochromis aureus,1.21,44,1.21,44
723,Perciformes,Cichlidae,Oreochromis leucostictus,1.2,44,1.2,44
724,Perciformes,Cichlidae,Oreochromis macrochir macrochir,0.84,44,0.84,44
725,Perciformes,Cichlidae,Oreochromis mossambicus,0.905,NA,0.905,NA
726,Perciformes,Cichlidae,Oreochromis niloticus niloticus,1.082,NA,1.12,NA
727,Perciformes,Cichlidae,Oreochromis spilurus spilurus,0.95,44,0.95,44
728,Perciformes,Cichlidae,Pelvicachromis taeniatus,1,48,1,48
729,Perciformes,Cichlidae,Pterophyllum scalare,1.11,NA,1.11,NA
730,Perciformes,Cichlidae,Sarotherodon galilaeus galilaeus,0.84,44,0.84,44
731,Perciformes,Cichlidae,Satanoperca jurupari,1.2,48,1.2,48
732,Perciformes,Cichlidae,Symphysodon aequifasciatus,1.22,NA,1.22,NA
733,Perciformes,Cichlidae,Tilapia zillii,1.2,44,1.2,44
734,Perciformes,Cirrhitidae,Cirrhitichthys aureus,0.73,NA,0.73,NA
735,Perciformes,Coryphaenidae,Coryphaena hippurus,0.61,NA,0.61,NA
736,Perciformes,Drepaneidae,Drepane punctata,0.72,NA,0.72,NA
737,Perciformes,Echeneidae,Echeneis naucrates,0.7,NA,0.7,NA
738,Perciformes,Eleotridae,Oxyeleotris marmorata,1.25,NA,1.25,NA
739,Perciformes,Embiotocidae,Cymatogaster aggregata,0.74,NA,0.74,NA
740,Perciformes,Embiotocidae,Embiotoca jacksoni,1,48,1,48
741,Perciformes,Embiotocidae,Phanerodon furcatus,0.85,NA,0.85,NA
742,Perciformes,Embiotocidae,Rhacochilus vacca,0.8,NA,0.8,NA
743,Perciformes,Embiotocidae,Zalembius rosaceus,0.82,NA,0.82,NA
744,Perciformes,Emmelichthyidae,Erythrocles schlegelii,1.04,NA,1.04,NA
745,Perciformes,Emmelichthyidae,Plagiogeneion macrolepis,0.76,NA,0.76,NA
746,Perciformes,Ephippidae,Chaetodipterus faber,0.93,NA,0.93,NA
747,Perciformes,Ephippidae,Platax batavianus,0.79,NA,0.79,NA
748,Perciformes,Ephippidae,Platax pinnatus,0.74,NA,0.74,NA
749,Perciformes,Gempylidae,Rexea solandri,0.82,NA,0.82,NA
750,Perciformes,Gerreidae,Eucinostomus gula,0.625,NA,0.625,NA
751,Perciformes,Gerreidae,Gerres oblongus,0.7,50,0.7,50
752,Perciformes,Gerreidae,Gerres subfasciatus,0.61,NA,0.61,NA
753,Perciformes,Gobiidae,Amblygobius decussatus,0.87,NA,0.87,NA
754,Perciformes,Gobiidae,Amblygobius phalaena,0.98,NA,0.98,NA
755,Perciformes,Gobiidae,Arenigobius frenatus,1.23,NA,1.23,NA
756,Perciformes,Gobiidae,Asterropteryx semipunctata,1.11,NA,1.11,NA
757,Perciformes,Gobiidae,Chaenogobius urotaenia,1.18,44,1.18,44
758,Perciformes,Gobiidae,Coryphopterus neophytus,1.08,NA,1.08,NA
759,Perciformes,Gobiidae,Cryptocentrus leptocephalus,1.38,NA,1.38,NA
760,Perciformes,Gobiidae,Gobiodon citrinus,1.07,NA,1.07,NA
761,Perciformes,Gobiidae,Gobiodon histrio,1.21,NA,1.21,NA
762,Perciformes,Gobiidae,Gobiodon micropus,1.22,NA,1.22,NA
763,Perciformes,Gobiidae,Gobiodon quinquestrigatus,1.12,NA,1.12,NA
764,Perciformes,Gobiidae,Gobius bucchichi,0.46,40,0.46,40
765,Perciformes,Gobiidae,Gobius cobitis,0.66,46,0.66,46
766,Perciformes,Gobiidae,Gobius niger,1.01,50,1.01,50
767,Perciformes,Gobiidae,Gobius paganellus,0.42,46,0.42,46
768,Perciformes,Gobiidae,Istigobius rigilius,1.65,NA,1.65,NA
769,Perciformes,Gobiidae,Knipowitschia panizzae,1.04,46,1.04,46
770,Perciformes,Gobiidae,Neogobius fluviatilis,1.4,46,1.4,46
771,Perciformes,Gobiidae,Neogobius melanostomus,1.27,NA,1.27,NA
772,Perciformes,Gobiidae,Oplopomus oplopomus,1.33,NA,1.33,NA
773,Perciformes,Gobiidae,Padogobius bonelli,1.2,46,1.2,46
774,Perciformes,Gobiidae,Paragobiodon echinocephalus,1.22,NA,1.22,NA
775,Perciformes,Gobiidae,Paragobiodon melanosomus,0.98,NA,0.98,NA
776,Perciformes,Gobiidae,Paragobiodon xanthosoma,1.24,NA,1.24,NA
777,Perciformes,Gobiidae,Periophthalmodon schlosseri,0.96,NA,0.96,NA
778,Perciformes,Gobiidae,Pomatoschistus canestrini,0.95,46,0.95,46
779,Perciformes,Gobiidae,Pomatoschistus marmoratus,0.92,46,0.92,46
780,Perciformes,Gobiidae,Pomatoschistus minutus,0.99,46,0.99,46
781,Perciformes,Gobiidae,Priolepis semidoliata,0.91,NA,0.91,NA
782,Perciformes,Gobiidae,Rhinogobius flumineus,1.5,44,1.5,44
783,Perciformes,Gobiidae,Signigobius biocellatus,0.86,NA,0.86,NA
784,Perciformes,Gobiidae,Stigmatogobius sadanundio,1.4,48,1.4,48
785,Perciformes,Gobiidae,Typhlogobius californiensis,1.2,NA,1.2,NA
786,Perciformes,Gobiidae,Valenciennea longipinnis,0.93,NA,0.93,NA
787,Perciformes,Gobiidae,Yongeichthys nebulosus,1.68,NA,1.68,NA
788,Perciformes,Haemulidae,Diagramma labiosum,0.84,NA,0.84,NA
789,Perciformes,Haemulidae,Haemulon aurolineatum,0.75,NA,0.75,NA
790,Perciformes,Haemulidae,Haemulon melanurum,0.86,NA,0.86,NA
791,Perciformes,Haemulidae,Haemulon plumieri,0.98,NA,0.98,NA
792,Perciformes,Haemulidae,Haemulon sciurus,0.735,NA,0.735,NA
793,Perciformes,Haemulidae,Heamulon flavolineatum,0.733333333,NA,0.67,NA
794,Perciformes,Haemulidae,Orthopristis chrysoptera,0.88,NA,0.88,NA
795,Perciformes,Haemulidae,Parapristipoma trilineatum,0.77,NA,0.77,NA
796,Perciformes,Helostomatidae,Helostoma temminckii,0.88,NA,0.88,NA
797,Perciformes,Istiophoridae,Tetrapturus audax,0.63,NA,0.63,NA
798,Perciformes,Kyphosidae,Girella nigricans,1.1,NA,1.1,NA
799,Perciformes,Kyphosidae,Girella tricuspidata,0.9,NA,0.9,NA
800,Perciformes,Kyphosidae,Kyphosus bigibbus,0.87,48,0.87,48
801,Perciformes,Kyphosidae,Labracoglossa argentiventris,0.9,NA,0.9,NA
802,Perciformes,Kyphosidae,Medialuna californiensis,0.81,NA,0.81,NA
803,Perciformes,Kyphosidae,Scorpis lineolatus,1.06,NA,1.06,NA
804,Perciformes,Labridae,Bodianus sp.,0.81,NA,0.81,NA
805,Perciformes,Labridae,Bodianus unimaculatus,1.04,NA,1.04,NA
806,Perciformes,Labridae,Cheilinus fasciatus,1.4,NA,1.4,NA
807,Perciformes,Labridae,Cheilio inermis,0.88,48,0.88,48
808,Perciformes,Labridae,Choerodon cephalotes,1,NA,1,NA
809,Perciformes,Labridae,Choerodon fasciatus,1.05,NA,1.05,NA
810,Perciformes,Labridae,Coris aurilineata,0.64,NA,0.64,NA
811,Perciformes,Labridae,Coris batuensis,0.8,NA,0.8,NA
812,Perciformes,Labridae,Coris dorsomaculata,0.71,NA,0.71,NA
813,Perciformes,Labridae,Coris julis,1.21,48,1.21,48
814,Perciformes,Labridae,Gomphosus varius,1.05,48,1.05,48
815,Perciformes,Labridae,Halichoeres bathyphilus,0.8,NA,0.8,NA
816,Perciformes,Labridae,Halichoeres biocellatus,0.66,NA,0.66,NA
817,Perciformes,Labridae,Halichoeres melanurus,0.86,NA,0.86,NA
818,Perciformes,Labridae,Halichoeres poecilopterus,0.93,48,0.93,48
819,Perciformes,Labridae,Hemigymnus fasciatus,1.07,NA,1.07,NA
820,Perciformes,Labridae,Hemigymnus melapterus,0.77,NA,0.77,NA
821,Perciformes,Labridae,Labroides dimidiatus,0.79,NA,0.79,NA
822,Perciformes,Labridae,Labrus merula,1.44,NA,1.44,NA
823,Perciformes,Labridae,Novaculichthys taeniourus,0.72,NA,0.72,NA
824,Perciformes,Labridae,Oxycheilinus diagramma,1.13,NA,1.13,NA
825,Perciformes,Labridae,Pseudocheilinus evanidus,1.14,NA,1.14,NA
826,Perciformes,Labridae,Pseudocheilinus hexataenia,1.05,NA,1.05,NA
827,Perciformes,Labridae,Pseudolabrus japonicus,1.07,48,1.07,48
828,Perciformes,Labridae,Symphodus cinereus,1.25,NA,1.25,NA
829,Perciformes,Labridae,Symphodus mediterraneus,1,46,1,46
830,Perciformes,Labridae,Symphodus ocellatus,1.1,48,1.1,48
831,Perciformes,Labridae,Symphodus roissali,0.76,38,0.76,38
832,Perciformes,Labridae,Symphodus rostratus,0.98,NA,0.98,NA
833,Perciformes,Labridae,Symphodus tinca,0.853333333,NA,0.73,NA
834,Perciformes,Labridae,Tautoga onitis,0.93,NA,0.93,NA
835,Perciformes,Labridae,Tautogolabrus adspersus,0.91,NA,0.91,NA
836,Perciformes,Labridae,Thalassoma bifasciatum,0.98,NA,0.98,NA
837,Perciformes,Labrisomidae,Paraclinus sp.,1,NA,1,NA
838,Perciformes,Leiognathidae,Leiognathus bindus,0.65,NA,0.65,NA
839,Perciformes,Leiognathidae,Leiognathus decorus,0.68,NA,0.68,NA
840,Perciformes,Leiognathidae,Leiognathus leuciscus,0.59,NA,0.59,NA
841,Perciformes,Leiognathidae,Leiognathus moretoniensis,0.49,NA,0.49,NA
842,Perciformes,Lethrinidae,Gnathodentex aureolineatus,1.56,NA,1.56,NA
843,Perciformes,Lethrinidae,Gymnocranius audleyi,1.13,NA,1.13,NA
844,Perciformes,Lethrinidae,Gymnocranius euanus,1.14,NA,1.14,NA
845,Perciformes,Lethrinidae,Gymnocranius grandiculis,1.12,NA,1.12,NA
846,Perciformes,Lethrinidae,Lethrinus atkinsoni,1.22,NA,1.22,NA
847,Perciformes,Lethrinidae,Lethrinus harak,1.26,NA,1.26,NA
848,Perciformes,Lethrinidae,Lethrinus microdon,1.11,NA,1.11,NA
849,Perciformes,Lethrinidae,Lethrinus nebulosus,1.14,NA,1.14,NA
850,Perciformes,Lethrinidae,Lethrinus rubrioperculatus,1.17,NA,1.17,NA
851,Perciformes,Lethrinidae,Lethrinus xanthochilus,1.44,48,1.44,48
852,Perciformes,Lutjanidae,Aprion virescens,0.68,NA,0.68,NA
853,Perciformes,Lutjanidae,Aprion virescens (4x?),1.31,NA,1.31,NA
854,Perciformes,Lutjanidae,Etelis oculatus,0.95,NA,0.95,NA
855,Perciformes,Lutjanidae,Lutjanus adetii,1.03,NA,1.03,NA
856,Perciformes,Lutjanidae,Lutjanus bohar,1.21,NA,1.21,NA
857,Perciformes,Lutjanidae,Lutjanus campechanus,1.4,NA,1.4,NA
858,Perciformes,Lutjanidae,Lutjanus carponotatus,1.09,NA,1.09,NA
859,Perciformes,Lutjanidae,Lutjanus decussatus,1.14,NA,1.14,NA
860,Perciformes,Lutjanidae,Lutjanus fluviflamma,1.23,NA,1.23,NA
861,Perciformes,Lutjanidae,Lutjanus gibbus,1.13,NA,1.13,NA
862,Perciformes,Lutjanidae,Lutjanus griseus,1.133333333,NA,1.1,NA
863,Perciformes,Lutjanidae,Lutjanus hastingsi,1.1,NA,1.1,NA
864,Perciformes,Lutjanidae,Lutjanus malabaricus,0.98,NA,0.98,NA
865,Perciformes,Lutjanidae,Lutjanus russelli,1.14,NA,1.14,NA
866,Perciformes,Lutjanidae,Lutjanus sebae,0.8,NA,0.8,NA
867,Perciformes,Lutjanidae,Lutjanus sp.,0.81,NA,0.81,NA
868,Perciformes,Lutjanidae,Lutjanus vitta,1.01,NA,1.01,NA
869,Perciformes,Lutjanidae,Ocyurus chrysurus,1.2,NA,1.2,NA
870,Perciformes,Lutjanidae,Pristipomoides filamentosus,1.35,NA,1.35,NA
871,Perciformes,Lutjanidae,Symphorus nematophorus,1.08,NA,1.08,NA
872,Perciformes,Malacanthidae,Caulolatilus princeps,0.98,NA,0.98,NA
873,Perciformes,Microdesmidae,Nemateleotris magnifica,0.59,NA,0.59,NA
874,Perciformes,Monodactylidae,Monodactylus argenteus,0.9,48,0.9,48
875,Perciformes,Moronidae,Dicentrarchus labrax,0.78,NA,0.78,NA
876,Perciformes,Moronidae,Morone saxatilis,0.92,NA,0.92,NA
877,Perciformes,Mugilidae,Liza ramado,0.79,NA,0.79,NA
878,Perciformes,Mugilidae,Liza vaigiensis,0.77,NA,0.77,NA
879,Perciformes,Mugilidae,Mugil cephalus,0.87,NA,0.81,NA
880,Perciformes,Mugilidae,Mugil curema,0.69,48,0.69,48
881,Perciformes,Mugilidae,Myxus elongatus,0.84,NA,0.84,NA
882,Perciformes,Mugilidae,Valamugil georgii,0.97,NA,0.97,NA
883,Perciformes,Mullidae,Mulloidichthys flavolineatus,0.59,NA,0.59,NA
884,Perciformes,Mullidae,Mulloidichthys vanicolensis,0.63,NA,0.63,NA
885,Perciformes,Mullidae,Mullus surmuletus,0.65,44,0.65,44
886,Perciformes,Mullidae,Pseudupeneus maculatus,0.5,NA,0.5,NA
887,Perciformes,Mullidae,Upeneichthys lineatus,0.63,NA,0.63,NA
888,Perciformes,Mullidae,Upeneus luzonius,0.53,NA,0.53,NA
889,Perciformes,Nemipteridae,Nemipterus theodorei,0.77,NA,0.77,NA
890,Perciformes,Nemipteridae,Scolopsis aurata,0.84,NA,0.84,NA
891,Perciformes,Nemipteridae,Scolopsis lineatus,1.11,NA,1.11,NA
892,Perciformes,Nemipteridae,Scolopsis monogramma,0.76,NA,0.76,NA
893,Perciformes,Nototheniidae,Dissostichus mawsoni,1.02,NA,1.02,NA
894,Perciformes,Nototheniidae,Trematomus bernacchii,1.505,NA,1.505,NA
895,Perciformes,Odontobutidae,Odontobutis obscura,1.225,NA,1.225,NA
896,Perciformes,Odontobutidae,Perccottus glenii,1.1,NA,1.1,NA
897,Perciformes,Opistognathidae,Opistognathus sp.,1.06,NA,1.06,NA
898,Perciformes,Oplignathidae,Oplegnathus fasciatus,0.93,48,0.93,48
899,Perciformes,Pempheridae,Pempheris xanthoptera,0.68,48,0.68,48
900,Perciformes,Pentacerotidae,Evistias acutirostris,0.81,NA,0.81,NA
901,Perciformes,Pentacerotidae,Pentaceropsis recurvirostris,0.76,NA,0.76,NA
902,Perciformes,Pentacerotidae,Pentaceros decacanthus,0.74,NA,0.74,NA
903,Perciformes,Pentacerotidae,Zanclistius elevatus,0.72,NA,0.72,NA
904,Perciformes,Percichthyidae,Coreoperca kawamebari,0.92,NA,0.92,NA
905,Perciformes,Percichthyidae,Maccullochella peelii peelii,0.83,NA,0.83,NA
906,Perciformes,Percidae,Perca flavescens,1.06,NA,1.06,NA
907,Perciformes,Percidae,Perca fluviatilis,1.06,NA,1.06,NA
908,Perciformes,Percidae,Percina caprodes,1.06,NA,1.06,NA
909,Perciformes,Percidae,Sander lucioperca,1.14,48,1.14,48
910,Perciformes,Percidae,Sander vitreus,1.06,NA,1.06,NA
911,Perciformes,Perichthyidae,Siniperca chuatsi,0.9,NA,0.9,NA
912,Perciformes,Pholidae,Pholis gunnellus,0.72,NA,0.72,NA
913,Perciformes,Pinguipedidae,Parapercis cylindrica,0.59,NA,0.59,NA
914,Perciformes,Pinguipedidae,Parapercis hexophtalma,0.56,NA,0.56,NA
915,Perciformes,Polyprionidae,Polyprion americanus,0.77,NA,0.77,NA
916,Perciformes,Polyprionidae,Polyprion moeone,0.89,NA,0.89,NA
917,Perciformes,Pomacanthidae,Centropyge bicolor,0.7,NA,0.7,NA
918,Perciformes,Pomacentridae,Abudefduf bengalensis,0.79,NA,0.79,NA
919,Perciformes,Pomacentridae,Abudefduf marginatus,0.85,NA,0.85,NA
920,Perciformes,Pomacentridae,Abudefduf saxatilis,1,48,1,48
921,Perciformes,Pomacentridae,Abudefduf septemfasciatus,0.77,NA,0.77,NA
922,Perciformes,Pomacentridae,Abudefduf sexfasciatus,0.7,NA,0.7,NA
923,Perciformes,Pomacentridae,Abudefduf sordidus,0.83,NA,0.83,NA
924,Perciformes,Pomacentridae,Acanthochromis polyacanthus,0.94,NA,0.94,NA
925,Perciformes,Pomacentridae,Amblyglyphidodon curacao,1.01,NA,1.01,NA
926,Perciformes,Pomacentridae,Amphiprion akindynos,0.89,NA,0.89,NA
927,Perciformes,Pomacentridae,Amphiprion clarkii,1.08,NA,1.08,NA
928,Perciformes,Pomacentridae,Amphiprion melanopus,0.91,NA,0.91,NA
929,Perciformes,Pomacentridae,Amphiprion percula,0.96,NA,0.96,NA
930,Perciformes,Pomacentridae,Amphiprion perideraion,1.015,NA,1.015,NA
931,Perciformes,Pomacentridae,Chromis analis,0.93,NA,0.93,NA
932,Perciformes,Pomacentridae,Chromis atripectoralis,0.88,NA,0.88,NA
933,Perciformes,Pomacentridae,Chromis chromis,1.32,48,1.32,48
934,Perciformes,Pomacentridae,Chromis sp.,1.1,NA,1.1,NA
935,Perciformes,Pomacentridae,Chromis viridis,0.93,NA,0.93,NA
936,Perciformes,Pomacentridae,Chrysiptera biocellata,0.89,NA,0.89,NA
937,Perciformes,Pomacentridae,Chrysiptera cyanea,1.193333333,NA,1.06,NA
938,Perciformes,Pomacentridae,Chrysiptera hemicyanea,1.35,48,1.35,48
939,Perciformes,Pomacentridae,Chrysiptera rollandi,0.83,NA,0.83,NA
940,Perciformes,Pomacentridae,Chrysiptera talboti,0.89,NA,0.89,NA
941,Perciformes,Pomacentridae,Dascyllus aruanus,0.95,NA,0.95,NA
942,Perciformes,Pomacentridae,Dascyllus reticulatus,0.85,NA,0.85,NA
943,Perciformes,Pomacentridae,Dascyllus trimaculatus,0.9,NA,0.9,NA
944,Perciformes,Pomacentridae,Dischistodus perspicillatus,0.85,NA,0.85,NA
945,Perciformes,Pomacentridae,Dischistodus prosopotaenia,0.76,NA,0.76,NA
946,Perciformes,Pomacentridae,Hemiglyphidodon plagiometopon,0.89,NA,0.89,NA
947,Perciformes,Pomacentridae,Neopomacentrus azysron,0.85,NA,0.85,NA
948,Perciformes,Pomacentridae,Neopomacentrus bankieri,0.91,NA,0.91,NA
949,Perciformes,Pomacentridae,Neopomacentrus cyanomos,0.77,NA,0.77,NA
950,Perciformes,Pomacentridae,Pomacentrus amboinensis,0.91,NA,0.91,NA
951,Perciformes,Pomacentridae,Pomacentrus auriventris,0.68,NA,0.68,NA
952,Perciformes,Pomacentridae,Pomacentrus australis,0.93,NA,0.93,NA
953,Perciformes,Pomacentridae,Pomacentrus bakanensis,1,NA,1,NA
954,Perciformes,Pomacentridae,Pomacentrus brachialis,0.8,NA,0.8,NA
955,Perciformes,Pomacentridae,Pomacentrus chrysurus,1.03,NA,1.03,NA
956,Perciformes,Pomacentridae,Pomacentrus coelestis,0.91,NA,0.91,NA
957,Perciformes,Pomacentridae,Pomacentrus grammorhynchus,0.96,NA,0.96,NA
958,Perciformes,Pomacentridae,Pomacentrus imitator,0.79,NA,0.79,NA
959,Perciformes,Pomacentridae,Pomacentrus moluccensis,0.75,NA,0.75,NA
960,Perciformes,Pomacentridae,Pomacentrus nagasakiensis,0.85,NA,0.85,NA
961,Perciformes,Pomacentridae,Pomacentrus nigromarginatus,0.91,NA,0.91,NA
962,Perciformes,Pomacentridae,Pomacentrus sp.,0.84,NA,0.84,NA
963,Perciformes,Pomacentridae,Pomacentrus trichourus,0.94,NA,0.94,NA
964,Perciformes,Pomacentridae,Pomacentrus wardi,0.86,NA,0.86,NA
965,Perciformes,Pomacentridae,Premnas biaculeatus,1.03,NA,1.03,NA
966,Perciformes,Pomacentridae,Stegastes apicalis,0.84,NA,0.84,NA
967,Perciformes,Pomacentridae,Stegastes aureus,0.8,NA,0.8,NA
968,Perciformes,Pomacentridae,Stegastes fasciolatus,0.9,NA,0.9,NA
969,Perciformes,Pomacentridae,Stegastes fuscus,0.75,NA,0.75,NA
970,Perciformes,Pomacentridae,Stegastes nigricans,0.75,NA,0.75,NA
971,Perciformes,Pomatomidae,Pomatomus saltator,0.96,NA,0.96,NA
972,Perciformes,Pomatomidae,Pomatomus saltatrix,0.62,NA,0.62,NA
973,Perciformes,Priacanthidae,Heteropriacanthus cruentatus,0.74,NA,0.74,NA
974,Perciformes,Priacanthidae,Priacanthus arenatus,1.1,NA,1.1,NA
975,Perciformes,Priacanthidae,Priacanthus hamrur,0.89,NA,0.89,NA
976,Perciformes,Priacanthidae,Priacanthus tayenus,0.84,NA,0.84,NA
977,Perciformes,Pseudochromidae,Ogilbyina queenslandiae,0.91,NA,0.91,NA
978,Perciformes,Pseudochromidae,Pseudochromis cyanotaenia,0.92,NA,0.92,NA
979,Perciformes,Pseudochromidae,Pseudochromis flammicauda,0.69,NA,0.69,NA
980,Perciformes,Pseudochromidae,Pseudochromis fuscus,0.82,NA,0.82,NA
981,Perciformes,Pseudochromidae,Pseudochromis quinquedentatus,0.8,NA,0.8,NA
982,Perciformes,Pseudochromidae,Pseudochromis rosae,0.77,NA,0.77,NA
983,Perciformes,Rachycentridae,Rachycentron canadum,0.77,NA,0.77,NA
984,Perciformes,Scaridae,Calotomus carolinus,1.58,NA,1.58,NA
985,Perciformes,Scaridae,Chlorurus sordidus,2.06,48,2.06,48
986,Perciformes,Scaridae,Scarus guacamaia,1.25,NA,1.25,NA
987,Perciformes,Scaridae,Scarus iserti,1.345,NA,1.345,NA
988,Perciformes,Scaridae,Scarus schlegeli,1.47,NA,1.47,NA
989,Perciformes,Scaridae,Scarus vetula,1.9,NA,1.9,NA
990,Perciformes,Scaridae,Sparisoma chrysopterum,1.565,NA,1.565,NA
991,Perciformes,Scaridae,Sparisoma viride,2.2,NA,2.2,NA
992,Perciformes,Scatophagidae,Scatophagus argus,0.77,NA,0.77,NA
993,Perciformes,Scatophagidae,Scatophagus multifasciatus,0.7,NA,0.7,NA
994,Perciformes,Sciaenidae,Argyrosomus hololepidotus,0.67,NA,0.67,NA
995,Perciformes,Sciaenidae,Atractoscion aequidens,0.68,NA,0.68,NA
996,Perciformes,Sciaenidae,Bairdiella chrysura,0.76,48,0.76,48
997,Perciformes,Sciaenidae,Cheilotrema saturnum,0.78,NA,0.78,NA
998,Perciformes,Sciaenidae,Johnius amblycephalus,0.73,NA,0.73,NA
999,Perciformes,Sciaenidae,Leiostomus xanthurus,1.94,NA,1.94,NA
1000,Perciformes,Sciaenidae,Menticirrhus americanus,0.795,NA,0.795,NA
1001,Perciformes,Sciaenidae,Menticirrhus littoralis,0.68,NA,0.68,NA
1002,Perciformes,Sciaenidae,Micropogonias furnieri,0.62,48,0.62,48
1003,Perciformes,Sciaenidae,Micropogonias undulatus,0.865,NA,0.865,NA
1004,Perciformes,Sciaenidae,Nibea mitsukurii,0.67,NA,0.67,NA
1005,Perciformes,Sciaenidae,Pogonias cromis,0.98,48,0.98,48
1006,Perciformes,Sciaenidae,Sciaenops ocellatus,0.39,NA,0.39,NA
1007,Perciformes,Sciaenidae,Umbrina cirrosa,0.97,48,0.97,48
1008,Perciformes,Scombridae,Auxis thazard,0.85,NA,0.85,NA
1009,Perciformes,Scombridae,Katsuwonus pelamis,0.91,NA,0.91,NA
1010,Perciformes,Scombridae,Sarda australis,0.81,NA,0.81,NA
1011,Perciformes,Scombridae,Sarda sarda,0.92,NA,0.92,NA
1012,Perciformes,Scombridae,Sarda velox,0.92,NA,0.92,NA
1013,Perciformes,Scombridae,Scomber australasicus,0.86,NA,0.86,NA
1014,Perciformes,Scombridae,Scomber scombrus,0.97,NA,0.97,NA
1015,Perciformes,Scombridae,Scomberomorus cavalla,0.95,NA,0.95,NA
