"","Phylum","Sub Phylum","Class","Order","Family","Species","CommonName","C-value","Chromnum","Method","Celltype","Stdsp","References","References"
"594","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Rutilus macrolepidotus","N/A","1.41","50.00","FCM","RBC","GD","Collares-Pereira, M.J. and L. Moreira da Costa (1999). Intraspecific and interspecific genome size variation in Iberian Cyprinidae and the problem of diploidy and polyploidy, with review of genome sizes within the family. Folia Zoologica 48: 61-76.",""
"595","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Rutilus rutilus","Roach","0.97","","FD","RBC","HS","Hafez, R., R. Labat, and R. Quillier (1978). Teneurs nucléaires en A.D.N. et relations évolutives dans la famille des cyprinides (Teleostei). Bulletin de la Societé d'Histoire Naturelle de Toulouse 114: 71-84.",""
"596","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Rutilus rutilus","Roach","0.98","","FD","RBC","HS","Wolf, U., H. Ritter, N.B. Atkin, and S. Ohno (1969). Polyploidization in the fish family Cyprinidae, Order Cypriniformes. I. DNA-content and chromosome sets in various species of Cyprinidae. Humangenetik 7: 240-244.",""
"597","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Rutilus rutilus","Roach","1.08","","BCA","RBC","GD","Vendrely, R. and C. Vendrely (1953). Argenine an deoxyribonucleic acid content of erythrocyte nuclei and sperms of some species of fishes. Nature 172: 30-31.","Vendrely, R. and C. Vendrely (1952a). Sur la teneur comparée en arginine et en acide désoxyribonucléique des noyaux d'érythrocytes de quelques espèces de poissons. Comptes Rendus de l'Académie des Sciences 235: 395-397."
"598","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Rutilus rutilus","Roach","1.11","","BCA","RBC","HS","Vendrely, R. and C. Vendrely (1950). Sur la teneur absolue en acide désoxyribonucléique du noyau cellulaire chez quelques espèces d'oiseaux et de poissons. Comptes Rendus de l'Académie des Sciences 230: 788-790.",""
"599","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Rutilus rutilus","Roach","1.21","","FCM","RBC","GD","Moreira da Costa, L., M.J. Collares-Pereira, S. Lusk, and P. Rab (1999). New data on genome size variation of Centro-European Cyprinidae (Pisces, Osteichthyes). Unpublished poster, Barcelona.",""
"600","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Rutilus rutilus","Roach","1.32","50.00","FCM","RBC","HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",""
"601","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Rutilus rutilus","Roach","1.51","","SCF","RBC","HS","De Smet, W.H.O. (1981). The nuclear Feulgen-DNA content of the vertebrates (especially reptiles), as measured by fluorescence cytophotometry, with notes on the cell and chromosome size. Acta Zoologica et Pathologica Antverpiensia 76: 119-167.",""
"602","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Sarcocheilichthys nigripinnis","Rainbow gudgeon","1.21","50.00","FD","RBC","CP","Zhou, T. (1984). Chromosome studies in Chinese freshwater fishes [in Chinese]. Zoological Research (Tung Wu Hsueh Yen Chiu) 5: 38-51.",""
"603","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Sarcocheilichthys nigripinnis","Rainbow gudgeon","1.25","","FD","RBC","HS","Li, Y., K. Li, and T. Zhou (1983). Cellular DNA content of fourteen species of freshwater fishes [in Chinese]. Acta Genetica Sinica 10: 384-389.",""
"604","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Sarcocheilichthys nigripinnis","Rainbow gudgeon","1.54","","FD","RBC","GD","Cui, J., X. Ren, and Q. Yu (1991). Nuclear DNA content variation in fishes. Cytologia 56: 425-429.",""
"605","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Sarcocheilichthys variegatus variegatus","N/A","1.20","","FD","RBC","CP","Suzuki, A., Y. Taki, M. Mochizuki, and J. Hirata (1995). Chromosomal speciation in Eurasian and Japanese Cyprinidae (Pisces, Cypriniformes). Cytobios 83: 171-186.",""
"606","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Sarcocheilichthys variegatus variegatus","N/A","1.21","","FD","LV, BR","CA","Ojima, Y., M. Hayashi, and K. Ueno (1972). Cytogenetic studies in lower vertebrates. X. Karyotype and DNA studies in 15 species of Japanese Cyprinidae. Japanese Journal of Genetics 47: 431-440.",""
"607","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Sarcocheilichthys variegatus variegatus","N/A","1.39","50.00","FCM","RBC","MM","Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",""
"608","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Scardinius erythrophthalmus","Rudd","0.94","","BCA","RBC","NS","Mauro, M.L. and G. Micheli (1979). DNA reassociation kinetics in diploid and phylogenetically tetraploid cyprinidae. Journal of Experimental Zoology 208: 407-416.",""
"609","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Scardinius erythrophthalmus","Rudd","0.98","","FD","RBC","HS","Hafez, R., R. Labat, and R. Quillier (1978). Teneurs nucléaires en A.D.N. et relations évolutives dans la famille des cyprinides (Teleostei). Bulletin de la Societé d'Histoire Naturelle de Toulouse 114: 71-84.",""
"610","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Scardinius erythrophthalmus","Rudd","1.41","50.00","FCM","RBC","GD","Moreira da Costa, L., M.J. Collares-Pereira, S. Lusk, and P. Rab (1999). New data on genome size variation of Centro-European Cyprinidae (Pisces, Osteichthyes). Unpublished poster, Barcelona.",""
"611","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Scardinius erythrophthalmus","Rudd","1.71","","FD","RBC","CP","Suzuki, A., Y. Taki, M. Mochizuki, and J. Hirata (1995). Chromosomal speciation in Eurasian and Japanese Cyprinidae (Pisces, Cypriniformes). Cytobios 83: 171-186.",""
"612","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Schizothorax grahami","N/A","3.25","148.00","FD","RBC","NS","Zan, R., Z. Song, and W. Liu (1986). Studies on karyotypes and nuclear DNA contents of some cyprinoid fishes, with notes on fish polyploids in China. In: Indo-Pacific Fish Biology, edited by T. Uyeno, R. Arai, T. Taniuchi and K. Matsuura. Ichthyological S",""
"613","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Schizothorax oconnori","N/A","1.53","92.00","FD","RBC","GD","Cui, J., X. Ren, and Q. Yu (1991). Nuclear DNA content variation in fishes. Cytologia 56: 425-429.",""
"614","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Schizothorax sp.","N/A","3.50","148.00","FD","RBC","NS","Zan, R., Z. Song, and W. Liu (1986). Studies on karyotypes and nuclear DNA contents of some cyprinoid fishes, with notes on fish polyploids in China. In: Indo-Pacific Fish Biology, edited by T. Uyeno, R. Arai, T. Taniuchi and K. Matsuura. Ichthyological S",""
"615","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Schizothorax taliensis","N/A","3.45","148.00","FD","RBC","NS","Zan, R., Z. Song, and W. Liu (1986). Studies on karyotypes and nuclear DNA contents of some cyprinoid fishes, with notes on fish polyploids in China. In: Indo-Pacific Fish Biology, edited by T. Uyeno, R. Arai, T. Taniuchi and K. Matsuura. Ichthyological S",""
"616","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Semotilus atromaculatus","Creek chub","1.26","50.00","FD","RBC","GD","Gold, J.R. and C.T. Amemiya (1987). Genome size variation in North American minnows (Cyprinidae). II. Variation among 20 species. Genome 29: 481-489.",""
"617","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Semotilus corporalis","Fallfish","1.23","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
"618","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Sinocyclocheilus grahami tingi","N/A","2.35","96.00","FD","RBC","NS","Zan, R., Z. Song, and W. Liu (1986). Studies on karyotypes and nuclear DNA contents of some cyprinoid fishes, with notes on fish polyploids in China. In: Indo-Pacific Fish Biology, edited by T. Uyeno, R. Arai, T. Taniuchi and K. Matsuura. Ichthyological S",""
"619","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Sinocyclocheilus maculatus","N/A","2.30","96.00","FD","RBC","NS","Zan, R., Z. Song, and W. Liu (1986). Studies on karyotypes and nuclear DNA contents of some cyprinoid fishes, with notes on fish polyploids in China. In: Indo-Pacific Fish Biology, edited by T. Uyeno, R. Arai, T. Taniuchi and K. Matsuura. Ichthyological S",""
"620","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Squalidus gracilis","N/A","1.25","50.00","FD","RBC","CP","Suzuki, A., Y. Taki, M. Mochizuki, and J. Hirata (1995). Chromosomal speciation in Eurasian and Japanese Cyprinidae (Pisces, Cypriniformes). Cytobios 83: 171-186.",""
"621","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Tanakia lanceolata","N/A","1.03","","FD","LV, BR","CA","Ojima, Y., M. Hayashi, and K. Ueno (1972). Cytogenetic studies in lower vertebrates. X. Karyotype and DNA studies in 15 species of Japanese Cyprinidae. Japanese Journal of Genetics 47: 431-440.",""
"622","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Tanakia lanceolata","N/A","1.03","48.00","FCM","RBC","MM","Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",""
"623","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Tinca tinca","Tench","0.81","","BCA","RBC","NS","Mauro, M.L. and G. Micheli (1979). DNA reassociation kinetics in diploid and phylogenetically tetraploid cyprinidae. Journal of Experimental Zoology 208: 407-416.",""
"624","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Tinca tinca","Tench","0.85","","FD","RBC","TT","Fontana, F. (1976). Nuclear DNA content and cytometry of erythrocytes of Huso huso L., Acipenser sturio L. and Acipenser naccarii Bonaparte. Caryologia 29: 127-137.",""
"625","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Tinca tinca","Tench","0.93","","NS","RBC","CP","Gerzeli, G., C. Casati, and A. Meneghetti Gennaro (1956). I volumi nucleari e cellulari in relazione al tenore di acido desossiribonucleico in eritrociti di alcune specie di Vertebrati. Rivista di Istochimica Normale e Patologica 2: 149-155.",""
"626","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Tinca tinca","Tench","0.95","48.00","NS","NS","GD","Vialli, M. (1957a). Volume et contenu en ADN par noyau. Experimental Cell Research Suppl. 4: 284-293.",""
"627","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Tinca tinca","Tench","0.97","","BCA","RBC","GD","Vendrely, R. and C. Vendrely (1953). Argenine an deoxyribonucleic acid content of erythrocyte nuclei and sperms of some species of fishes. Nature 172: 30-31.","Vendrely, R. and C. Vendrely (1952a). Sur la teneur comparée en arginine et en acide désoxyribonucléique des noyaux d'érythrocytes de quelques espèces de poissons. Comptes Rendus de l'Académie des Sciences 235: 395-397."
"628","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Tinca tinca","Tench","0.98","","BCA","S","BT","Vendrely, R. and C. Vendrely (1952b). Sur la teneur individuelle en arginine des spermatozoïdes comparée à la teneur individuelle en arginine des noyaux d'érythrocytes chez quelques espèces de poissons. Comptes Rendus de l'Académie des Sciences 235: 444-4",""
"629","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Tinca tinca","Tench","1.01","","FIA","RBC","GD","Bytyutskyy, D. and M. Flajshans (2014). Use of diploid and triploid tench (Tinca tinca) blood as standards for genome size measurements. Journal of Applied Ichthyology 30 (Suppl. 1): 12-14.",""
"630","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Tinca tinca","Tench","1.02","","FIA","RBC","GD","Bytyutskyy, D., J. Srp, and M. Flajshans (2012). Use of Feulgen image analysis densitometry to study the effect of genome size on nuclear size in polyploid sturgeons. Journal of Applied Ichthyology 28: 704-708.",""
"631","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Tinca tinca","Tench","1.04","","FD","RBC","HS","Hafez, R., R. Labat, and R. Quillier (1978). Teneurs nucléaires en A.D.N. et relations évolutives dans la famille des cyprinides (Teleostei). Bulletin de la Societé d'Histoire Naturelle de Toulouse 114: 71-84.",""
"632","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Tinca tinca","Tench","1.05","","FD","RBC","HS","Wolf, U., H. Ritter, N.B. Atkin, and S. Ohno (1969). Polyploidization in the fish family Cyprinidae, Order Cypriniformes. I. DNA-content and chromosome sets in various species of Cyprinidae. Humangenetik 7: 240-244.",""
"633","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Tinca tinca","Tench","1.05","","BCA","RBC","HS","Vendrely, R. and C. Vendrely (1950). Sur la teneur absolue en acide désoxyribonucléique du noyau cellulaire chez quelques espèces d'oiseaux et de poissons. Comptes Rendus de l'Académie des Sciences 230: 788-790.",""
"634","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Tinca tinca","Tench","1.13","","FCM","RBC","GD","Collares-Pereira, M.J. and L. Moreira da Costa (1999). Intraspecific and interspecific genome size variation in Iberian Cyprinidae and the problem of diploidy and polyploidy, with review of genome sizes within the family. Folia Zoologica 48: 61-76.",""
"635","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Tribolodon hakuensis","N/A","0.90","50.00","FD","RBC","CP","Suzuki, A., Y. Taki, M. Mochizuki, and J. Hirata (1995). Chromosomal speciation in Eurasian and Japanese Cyprinidae (Pisces, Cypriniformes). Cytobios 83: 171-186.",""
"636","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Xenocrepis davidi","Yellowfin","1.42","48.00","FD","RBC","GD","Cui, J., X. Ren, and Q. Yu (1991). Nuclear DNA content variation in fishes. Cytologia 56: 425-429.",""
"637","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Xenocrepis microlepis","Smallscale yellowfin","1.03","48.00","FD","RBC","GD","Cui, J., X. Ren, and Q. Yu (1991). Nuclear DNA content variation in fishes. Cytologia 56: 425-429.",""
"638","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Zacco platypus","Freshwater minnow","0.95","","FD","RBC","CP","Suzuki, A., Y. Taki, M. Mochizuki, and J. Hirata (1995). Chromosomal speciation in Eurasian and Japanese Cyprinidae (Pisces, Cypriniformes). Cytobios 83: 171-186.",""
"639","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Zacco platypus","Freshwater minnow","1.08","","FD","LV, BR","CA","Ojima, Y., M. Hayashi, and K. Ueno (1972). Cytogenetic studies in lower vertebrates. X. Karyotype and DNA studies in 15 species of Japanese Cyprinidae. Japanese Journal of Genetics 47: 431-440.",""
"640","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Zacco platypus","Freshwater minnow","1.10","48.00","FCM","RBC","MM","Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",""
"641","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Zacco platypus","Freshwater minnow","1.20","","FCM","RC","HS","Ciudad, J., E. Cid, A. Velasco, J.M. Lara, J. Aijón, and A. Orfao (2002). Flow cytometry measurement of the DNA contents of G0/G1 diploid cells from three different teleost fish species. Cytometry 48: 20-25.",""
"642","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Zacco temmincki","Dark chub","1.16","48.00","FCM","RBC","MM","Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",""
"643","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Cyprinidae","Zacco temmincki","Dark chub","1.45","","FD","LV, BR","CA","Ojima, Y., M. Hayashi, and K. Ueno (1972). Cytogenetic studies in lower vertebrates. X. Karyotype and DNA studies in 15 species of Japanese Cyprinidae. Japanese Journal of Genetics 47: 431-440.",""
"644","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Gyrinocheilidae","Gyrinocheilus aymonieri","Chinese algae-eater","0.51","","FD","RBC","CP","Arai, R., A. Suzuki, and Y. Akai (1988). The karyotype and DNA value of a cypriniform algae eater, Gyrinocheilus aymonieri. Japanese Journal of Ichthyology 34: 515-517.",""
"645","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Gyrinocheilidae","Gyrinocheilus aymonieri","Chinese algae-eater","0.61","","FCM","RBC","MM","Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",""
"646","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Gyrinocheilidae","Gyrinocheilus aymonieri","Chinese algae-eater","0.62","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
"647","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Gyrinocheilidae","Gyrinocheilus aymonieri","Chinese algae-eater","0.65","48.00","BFA","RBC","SP","Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644."
"648","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Nemacheilidae","Barbatuala toni","Loach","0.74","","FD","LV","CA","Park, E.-H. and C.Y. Chung (1985). Genome and nuclear sizes of Korean cobitid fishes (Teleostomi: Cypriniformes). Korean Journal of Genetics 7: 111-118.",""
"649","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Nemacheilidae","Lefua costata","Eightbarbel loach","1.20","","FD","LV","CA","Park, E.-H. and C.Y. Chung (1985). Genome and nuclear sizes of Korean cobitid fishes (Teleostomi: Cypriniformes). Korean Journal of Genetics 7: 111-118.",""
"650","Chordata","Vertebrata","Osteichthyes","Cypriniformes","Nemacheilidae","Triplophysa rosa","Stone loach","0.88","","FCM","RBC","GD","Niu, Y., Q. Zhao, H. Zhao, A. Ludwig, and Z. Peng (2016). Karyotype and genome size of an endangered cavefish (Triplophysa rosa Chen & Yang, 2005). Journal of Applied Ichthyology 33: 124-126.",""
"651","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Aplocheilidae","Aphyosemion coeruleum","Blue gularis","1.20","","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"652","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Aplocheilidae","Aplocheilus panchax","Blue panchax","0.72","48.00","BFA","RBC","SP","Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",""
"653","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Aplocheilidae","Aplocheilus panchax","Blue panchax","0.75","","FD","RBC","CP","Uwa, H. (1986). Karyotype evolution and geographical distribution in the ricefish, genus Oryzias (Oryziidae). In: Indo-Pacific Fish Biology, edited by T. Uyeno, R. Arai, T. Taniuchi and K. Matsuura. Ichthyological Society of Japan, Tokyo, pp.867-876.",""
"654","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Aplocheilidae","Austrolebias alexandri","Annual killifish","2.62","","FCM","LV","DR","Garcia, G., V. Guitierrez, N. Rios, B. Turner, F. Santinaque, B. Lopez-Carro, and G. Folle (2014). Burst speciation processes and genomic expansion in the neotropical annual killifish genus Austrolebias (Cyprinodontiformes, Rivulidae). Genetica 142: 87-98",""
"655","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Aplocheilidae","Austrolebias charrua","Annual killifish","3.07","","FCM","LV","DR","Garcia, G., V. Guitierrez, N. Rios, B. Turner, F. Santinaque, B. Lopez-Carro, and G. Folle (2014). Burst speciation processes and genomic expansion in the neotropical annual killifish genus Austrolebias (Cyprinodontiformes, Rivulidae). Genetica 142: 87-98",""
"656","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Aplocheilidae","Austrolebias cheradophilus","Annual killifish","3.01","","FCM","LV","DR","Garcia, G., V. Guitierrez, N. Rios, B. Turner, F. Santinaque, B. Lopez-Carro, and G. Folle (2014). Burst speciation processes and genomic expansion in the neotropical annual killifish genus Austrolebias (Cyprinodontiformes, Rivulidae). Genetica 142: 87-98",""
"657","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Aplocheilidae","Austrolebias cinereus","Annual killifish","2.81","","FCM","LV","DR","Garcia, G., V. Guitierrez, N. Rios, B. Turner, F. Santinaque, B. Lopez-Carro, and G. Folle (2014). Burst speciation processes and genomic expansion in the neotropical annual killifish genus Austrolebias (Cyprinodontiformes, Rivulidae). Genetica 142: 87-98",""
"658","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Aplocheilidae","Austrolebias elongatus","Annual killifish","3.01","","FCM","LV","DR","Garcia, G., V. Guitierrez, N. Rios, B. Turner, F. Santinaque, B. Lopez-Carro, and G. Folle (2014). Burst speciation processes and genomic expansion in the neotropical annual killifish genus Austrolebias (Cyprinodontiformes, Rivulidae). Genetica 142: 87-98",""
"659","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Aplocheilidae","Austrolebias gymnoventris","Annual killifish","2.74","","FCM","LV","DR","Garcia, G., V. Guitierrez, N. Rios, B. Turner, F. Santinaque, B. Lopez-Carro, and G. Folle (2014). Burst speciation processes and genomic expansion in the neotropical annual killifish genus Austrolebias (Cyprinodontiformes, Rivulidae). Genetica 142: 87-98",""
"660","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Aplocheilidae","Austrolebias luteoflammulatus","Annual killifish","3.09","","FCM","LV","DR","Garcia, G., V. Guitierrez, N. Rios, B. Turner, F. Santinaque, B. Lopez-Carro, and G. Folle (2014). Burst speciation processes and genomic expansion in the neotropical annual killifish genus Austrolebias (Cyprinodontiformes, Rivulidae). Genetica 142: 87-98",""
"661","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Aplocheilidae","Austrolebias melanoorus","Annual killifish","2.81","","FCM","LV","DR","Garcia, G., V. Guitierrez, N. Rios, B. Turner, F. Santinaque, B. Lopez-Carro, and G. Folle (2014). Burst speciation processes and genomic expansion in the neotropical annual killifish genus Austrolebias (Cyprinodontiformes, Rivulidae). Genetica 142: 87-98",""
"662","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Aplocheilidae","Austrolebias nigripinnis","Annual killifish","2.82","","FCM","LV","DR","Garcia, G., V. Guitierrez, N. Rios, B. Turner, F. Santinaque, B. Lopez-Carro, and G. Folle (2014). Burst speciation processes and genomic expansion in the neotropical annual killifish genus Austrolebias (Cyprinodontiformes, Rivulidae). Genetica 142: 87-98",""
"663","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Aplocheilidae","Austrolebias prognathus","Annual killifish","3.49","","FCM","LV","DR","Garcia, G., V. Guitierrez, N. Rios, B. Turner, F. Santinaque, B. Lopez-Carro, and G. Folle (2014). Burst speciation processes and genomic expansion in the neotropical annual killifish genus Austrolebias (Cyprinodontiformes, Rivulidae). Genetica 142: 87-98",""
"664","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Aplocheilidae","Austrolebias quirogai","Annual killifish","3.16","","FCM","LV","DR","Garcia, G., V. Guitierrez, N. Rios, B. Turner, F. Santinaque, B. Lopez-Carro, and G. Folle (2014). Burst speciation processes and genomic expansion in the neotropical annual killifish genus Austrolebias (Cyprinodontiformes, Rivulidae). Genetica 142: 87-98",""
"665","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Aplocheilidae","Austrolebias reicherti","Annual killifish","3.20","","FCM","LV","DR","Garcia, G., V. Guitierrez, N. Rios, B. Turner, F. Santinaque, B. Lopez-Carro, and G. Folle (2014). Burst speciation processes and genomic expansion in the neotropical annual killifish genus Austrolebias (Cyprinodontiformes, Rivulidae). Genetica 142: 87-98",""
"666","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Aplocheilidae","Austrolebias vazferreirai","Annual killifish","2.87","","FCM","LV","DR","Garcia, G., V. Guitierrez, N. Rios, B. Turner, F. Santinaque, B. Lopez-Carro, and G. Folle (2014). Burst speciation processes and genomic expansion in the neotropical annual killifish genus Austrolebias (Cyprinodontiformes, Rivulidae). Genetica 142: 87-98",""
"667","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Aplocheilidae","Austrolebias viarius","Annual killifish","2.98","","FCM","LV","DR","Garcia, G., V. Guitierrez, N. Rios, B. Turner, F. Santinaque, B. Lopez-Carro, and G. Folle (2014). Burst speciation processes and genomic expansion in the neotropical annual killifish genus Austrolebias (Cyprinodontiformes, Rivulidae). Genetica 142: 87-98",""
"668","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Aplocheilidae","Austrolebias wolterstorffi","Annual killifish","2.78","","FCM","LV","DR","Garcia, G., V. Guitierrez, N. Rios, B. Turner, F. Santinaque, B. Lopez-Carro, and G. Folle (2014). Burst speciation processes and genomic expansion in the neotropical annual killifish genus Austrolebias (Cyprinodontiformes, Rivulidae). Genetica 142: 87-98",""
"669","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Aplocheilidae","Cynopoecilus melanotaenia","Annual killifish","1.36","","FCM","LV","DR","Garcia, G., V. Guitierrez, N. Rios, B. Turner, F. Santinaque, B. Lopez-Carro, and G. Folle (2014). Burst speciation processes and genomic expansion in the neotropical annual killifish genus Austrolebias (Cyprinodontiformes, Rivulidae). Genetica 142: 87-98",""
"670","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Aplocheilidae","Nothobranchius furzeri","Turquise killifish","1.56","","FCM","FC","GD","Reichwald, K., C. Lauber, I. Nanda, J. Kirschner, N. Hartmann, S. Schories, U. Gausmann, S. Taudien, M.B. Schilhabel, K. Szafranski, G. Glockner, M. Schmid, A. Cellerino, M. Schartl, C. Englert, and M. Platzer (2009). High tandem repeat content in the gen",""
"671","Chordata","Vertebrata","Osteichthyes","Cyprinodontiformes","Aplocheilidae","Pachypanchax playfairii","Golden panchax","0.73","","FIA","RBC","BS, GD, OM, RP","Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix."
